Rpa;Tipo_cod;Tipo;Cod_escola;Escola;Inep;Rua;Numero;Cod_bairro;Bairro;Metragem;Qtd_alunos;Qtd_turmas;Qtd_professores;Escola_climatizada;Data_visita;Quadra_coberta;Quadra_descoberta;Biblioteca;Sala_recurso;Gestor;Longitude;Latitude;Região
5;8;CRECHE ESC.RECIFE;492;MAURICEIA DA SILVA DIAS;26188368.0;PRESIDENTE MEDICI;35;876;BARRO;;168;8;6;NÂO;;NÃO;NÃO;SIM;NÃO;GLAYCE KARINY GONCALVES SILVA FERREIRA;;;Sudeste
5;8;CRECHE ESC.RECIFE;474;PRESIDENTE TANCREDO NEVES;26186322.0;DOUTOR JOSE RUFINO;1848;876;BARRO;;211;11;11;NÂO;;NÃO;NÃO;SIM;NÃO;SEVERINO RAFAEL DA SILVA;-34.939;-8.0923;Sudeste
5;8;CRECHE ESC.RECIFE;140;TIA MADALENA;26192586.0;;39;752;CURADO;;129;8;6;NÂO;;NÃO;NÃO;NÃO;NÃO;LILIAN BEATRIZ DOS SANTOS RIBEIRO;-99.999;-8.111;Sudeste
6;1;ESCOLA MUNICIPAL;146;ABILIO GOMES;26124092.0;BRUNO VELOZO;S/N;205;BOA VIAGEM;325,6;313;17;11;NÂO;12/12/2017;NÃO;NÃO;NÃO;NÃO;MARTA BEATRIZ DE ARAUJO;-34.906;-8.1209;Sul
6;1;ESCOLA MUNICIPAL;144;ARTISTA PLASTICO CICERO DIAS;26171716.0;JOAO JOAQUIM DE MELO FILHO;290;884;COHAB;133;460;24;22;NÂO;04/05/2017;NÃO;NÃO;SIM;NÃO;MARIA INEZ DA SILVA;-34.949;-8.1323;Sul
6;1;ESCOLA MUNICIPAL;967;ASA BRANCA;26170639.0;MARIA ADELAIDE CASTELO BRANCO;55;884;COHAB;250,9;263;12;8;NÂO;28/08/2017;NÃO;NÃO;SIM;NÃO;MARIA VILMA PERAZZO LEITE;-34.949;-8.1241;Sul
6;1;ESCOLA MUNICIPAL;183;BEATO EUGENIO MAZENOD;26124467.0;LUXEMBURGO;303;264;IMBIRIBEIRA;541,6;323;17;12;SIM;;NÃO;NÃO;NÃO;NÃO;RUTH HELENA REINAUX DA SILVA;-34.913;-8.1015;Sul
6;1;ESCOLA MUNICIPAL;107;CAPELA SANTO ANTONIO;26124483.0;SAO MARCOS;S/N;264;IMBIRIBEIRA;1420,7;150;10;8;NÂO;;NÃO;NÃO;NÃO;SIM;WALKIRIA REJANE QUEIROZ ALVES DE GOIS;-34.902;-8.0871;Sul
6;1;ESCOLA MUNICIPAL;997;CARLUCIO DE SOUZA CASTANHA JUNIOR;26171767.0;PERNAMBUCO;S/N;884;COHAB;1590,3;520;24;14;NÂO;;NÃO;NÃO;SIM;SIM;AGUINALDO GOMES DA SILVA FILHO;-34.946;-8.1213;Sul
6;1;ESCOLA MUNICIPAL;16;CICERO FRANKLIN CORDEIRO;26124513.0;FELIPE DOS SANTOS;111;884;COHAB;1420,7;537;21;20;NÂO;14/02/2017;NÃO;SIM;SIM;SIM;BRUNO JUNIOR PAZ BARRETO;-34.954;-8.1361;Sul
6;1;ESCOLA MUNICIPAL;37;CLARICE LISPECTOR;26190079.0;;S/N;213;IPSEP;;321;19;10;NÂO;;SIM;NÃO;SIM;SIM;DANIELLA CARLA JERONIMO DA SILVA;-34.925;-8.1037;Sul
6;1;ESCOLA MUNICIPAL;213;CRISTIANO CORDEIRO;26133837.0;SANTOS;S/N;884;COHAB;1061,3;520;31;16;NÂO;;NÃO;NÃO;SIM;SIM;SANDRA MARIA ALBUQUERQUE GASPAR DE OLIVEIRA;-34.953;-8.1149;Sul
6;1;ESCOLA MUNICIPAL;116;DE DOIS RIOS;26119129.0;IRMA MARIA EVANGELISTA;83;884;COHAB;703,9;301;17;10;SIM;28/08/2017;NÃO;NÃO;SIM;SIM;CARLA CRISTIANE ALEXANDRE FERREIRA;-34.944;-8.1269;Sul
6;1;ESCOLA MUNICIPAL;374;DEPUTADO EDSON CANTARELLI;26158329.0;RUBINEIA;49;230;IBURA;603,1;341;20;16;SIM;28/06/2017;NÃO;NÃO;SIM;SIM;ANDREA MARIA LINS DOS SANTOS BEZERRA;-34.938;-8.1299;Sul
6;1;ESCOLA MUNICIPAL;33;DO JORDAO;26120704.0;SILVA JARDIM;175;221;JORDAO;397,8;241;14;12;NÂO;;NÃO;NÃO;SIM;NÃO;CRISTIANE MORAIS DA COSTA;-34.928;-8.139;Sul
6;1;ESCOLA MUNICIPAL;105;DO LEAO;26120712.0;BRUNO VELOSO;300;205;BOA VIAGEM;412;215;12;10;NÂO;;NÃO;NÃO;NÃO;NÃO;WANUSIA DE OLIVEIRA SILVA LIMA;-34.898;-8.1215;Sul
6;1;ESCOLA MUNICIPAL;435;DONA LUCI SILVA LIMA;26181940.0;MONACO;1138;264;IMBIRIBEIRA;850;160;12;10;SIM;27/04/2017;NÃO;NÃO;NÃO;NÃO;HERMINIA LUISA CALADO GALINDO;-34.916;-8.0987;Sul
6;1;ESCOLA MUNICIPAL;298;EDUCADOR PAULO FREIRE;26148161.0;GENERAL BENTO DA GAMA;301;213;IPSEP;1499,8;516;29;21;NÂO;;SIM;NÃO;SIM;SIM;PATRICIA CHAVES DA SILVA;-34.923;-8.1103;Sul
6;1;ESCOLA MUNICIPAL;28;ENGENHEIRO GUILHERME DINIZ;26120607.0;TEREZA MARGARIDA;S/N;230;IBURA;860;382;23;14;NÂO;14/02/2017;NÃO;NÃO;SIM;SIM;ALESSANDRA MARIA MARQUES CUNHA GUIMARAES;-34.961;-8.1342;Sul
6;1;ESCOLA MUNICIPAL;309;ENGENHEIRO HENOCH COUTINHO DE MELO;26155869.0;DAS OFICINAS;12;248;PINA;1090;337;19;12;NÂO;;NÃO;NÃO;SIM;SIM;ROBERTA FRAGA GAMEIRO;-34.883;-8.0848;Sul
6;1;ESCOLA MUNICIPAL;114;ENGENHEIRO UMBERTO GONDIM;26120674.0;IVONETE FERREIRA DA SILVA;13;248;PINA;836,7;407;22;17;NÂO;;NÃO;NÃO;SIM;NÃO;ROSEANE MARIA COUTO DA SILVA;-34.884;-8.0847;Sul
6;1;ESCOLA MUNICIPAL;447;ESCRITOR JOSUE DE CASTRO;26124955.0;CARAPEBA;S/N;256;BRASILIA TEIMOSA;;201;8;5;NÂO;;NÃO;NÃO;SIM;SIM;KELLY NASCIMENTO DE GOES CAVALCANTI;-34.881;-8.0843;Sul
6;1;ESCOLA MUNICIPAL;249;FERNANDO SANTA CRUZ;26132643.0;BOANERGES PEREIRA;437;221;JORDAO;260;130;6;5;NÂO;;NÃO;NÃO;NÃO;SIM;IVANEIDE FERREIRA DE PAULA;-34.941;-8.1373;Sul
6;1;ESCOLA MUNICIPAL;245;FLORESTAN FERNANDES;26139090.0;RIO NOVO DO SUL;541;230;IBURA;1308,7;825;33;39;NÂO;22/02/2017;NÃO;NÃO;SIM;SIM;ANA KARLA PEREIRA DA SILVA;-34.942;-8.1157;Sul
6;1;ESCOLA MUNICIPAL;141;FUTURO FELIZ;26124610.0;IBIRAJUBA;440;230;IBURA;598,4;217;12;8;NÂO;;NÃO;NÃO;NÃO;SIM;ARELI DA MOTA CUNHA;-34.955;-8.1265;Sul
6;1;ESCOLA MUNICIPAL;926;IBURA DE BAIXO;26168227.0;RIO NOVO DO SUL;498;230;IBURA;348;315;14;10;NÂO;22/02/2017;NÃO;NÃO;NÃO;SIM;MERCIA GOMES DE MOURA;-34.942;-8.1147;Sul
6;1;ESCOLA MUNICIPAL;69;INES SOARES DE LIMA;26134010.0;14 DE NOVEMBRO;S/N;264;IMBIRIBEIRA;450,3;218;12;9;SIM;;NÃO;NÃO;SIM;SIM;KEYLA MARIA BELTRAO DE SOUZA;-34.912;-8.1206;Sul
6;1;ESCOLA MUNICIPAL;148;JARDIM MAURICEIA;26125480.0;NICOLAU COPERNICO;1107;264;IMBIRIBEIRA;500,9;191;14;13;NÂO;;NÃO;SIM;SIM;SIM;CLAUDIA MARIA FELIPE DE ALMEIDA;-34.914;-8.0893;Sul
6;1;ESCOLA MUNICIPAL;963;JARDIM MONTE VERDE;26170663.0;CHAPADA DO ARARIPE;51;884;COHAB;131,7;518;24;17;NÂO;;NÃO;NÃO;SIM;SIM;MARIA BERNADETE DA SILVA;-34.958;-8.1169;Sul
6;1;ESCOLA MUNICIPAL;246;JORDAO BAIXO;26132635.0;GOVERNADOR ROBERTO SILVEIRA;51;221;JORDAO;490,5;132;6;4;SIM;28/06/2017;NÃO;NÃO;SIM;SIM;TEREZINHA DE JESUS DE SOUZA GOMES;-34.938;-8.1309;Sul
6;1;ESCOLA MUNICIPAL;954;JORDAO BAIXO - ANEXO I;26132635.0;GOVERNADOR ROBERTO DA SILVEIRA;52;221;JORDAO;490,5;121;6;5;SIM;28/06/2017;NÃO;NÃO;NÃO;SIM;;-34.938;-8.131;Sul
6;1;ESCOLA MUNICIPAL;372;JOSE MUCIO MONTEIRO;26164361.0;JOAO RIO BRANCO DE LIMA;125;884;COHAB;587,5;222;14;10;NÂO;10/02/2017;NÃO;NÃO;SIM;SIM;SANDRA VERONICA BARBOSA;-34.952;-8.1274;Sul
6;1;ESCOLA MUNICIPAL;110;KARLA PATRICIA;26134002.0;PROFESSOR EDUARDO WANDERLEY FILHO;700;205;BOA VIAGEM;1711,9;576;34;29;NÂO;04/04/2018;SIM;NÃO;SIM;SIM;CHRISTIANE MARINHO DA SILVA;-34.895;-8.109;Sul
6;1;ESCOLA MUNICIPAL;82;LAGOA ENCANTADA;26124114.0;DOUTOR BENIGNO JORDAO DE VASCONCELOS;S/N;884;COHAB;355,8;182;12;11;SIM;;SIM;NÃO;SIM;NÃO;SILEIDE MARIA GONCALVES DO NASCIMENTO;-34.95;-8.123;Sul
6;1;ESCOLA MUNICIPAL;15;LUIZ VAZ DE CAMOES;26119927.0;ERVAL;508;213;IPSEP;815,9;519;17;20;NÂO;;SIM;NÃO;SIM;SIM;JOAO MARCELINO DA COSTA MELO;-34.921;-8.1102;Sul
6;1;ESCOLA MUNICIPAL;956;MAESTRO NELSON FERREIRA;26170671.0;AVELINO CHAVES;176;230;IBURA;262;111;6;5;SIM;;NÃO;NÃO;NÃO;SIM;CAMILLA VERUSKA SILVA REIS;-34.935;-8.1254;Sul
6;1;ESCOLA MUNICIPAL;26;MARGARIDA SERPA COSSART;26124700.0;MECEJANA;09;884;COHAB;268,1;251;14;12;NÂO;06/02/2017;NÃO;NÃO;NÃO;NÃO;ANA MARIA FEITOSA APOLINARIO ROSAS;-34.955;-8.1199;Sul
6;1;ESCOLA MUNICIPAL;31;MARIA ADELAIDE DE BARROS;26124688.0;ALTO ERVAL NOVO;S/N;884;COHAB;570,8;314;18;10;NÂO;14/02/2017;SIM;NÃO;NÃO;SIM;LEILA MARIA DE ALMEIDA SILVA PESSOA;-34.953;-8.1388;Sul
6;1;ESCOLA MUNICIPAL;10;MARIA DE SAMPAIO LUCENA;26124556.0;PERNAMBUCO;S/N;884;COHAB;1162,9;414;15;18;NÂO;;SIM;NÃO;SIM;SIM;AMARO ANTONIO DA SILVA;-34.946;-8.1209;Sul
6;1;ESCOLA MUNICIPAL;511;MENINO JESUS;26124840.0;DOMINGOS FERREIRA;S/N;248;PINA;240,2;119;5;5;NÂO;;NÃO;NÃO;NÃO;SIM;EROFLIM JOAO DE QUEIROZ;-34.887;-8.1002;Sul
6;1;ESCOLA MUNICIPAL;424;MILTON ALMEIDA DOS SANTOS;26419726.0;ITAUBA 2;227;264;IMBIRIBEIRA;290;144;12;11;NÂO;;NÃO;NÃO;SIM;NÃO;ROSANGELA GUSMAO DE SOUZA CORDEIRO;-34.909;-8.1102;Sul
6;1;ESCOLA MUNICIPAL;150;NOSSA SENHORA DA PENHA;26134049.0;FRANCISCO DE BARROS BARRETO;109;205;BOA VIAGEM;344,6;225;15;12;NÂO;15/06/2017;NÃO;NÃO;NÃO;NÃO;ALEXANDRA LIMA DA PAIXAO STURIALE;-34.904;-8.1298;Sul
6;1;ESCOLA MUNICIPAL;112;NOVO PINA;26119994.0;EURICO VITRUVIO;236;248;PINA;494,1;455;22;15;NÂO;;SIM;NÃO;SIM;SIM;WALESKA BASTOS BARROS;-34.887;-8.0922;Sul
6;1;ESCOLA MUNICIPAL;121;OSWALDO LIMA FILHO;26125510.0;ENGENHEIRO DOMINGOS FERREIRA;1040;248;PINA;1396;624;26;30;NÂO;;SIM;NÃO;SIM;SIM;ELMA MARIA DOS PRAZERES MOTA CAVALCANTI;-34.886;-8.0988;Sul
6;1;ESCOLA MUNICIPAL;70;PAIS E FILHOS;26125528.0;DANCING DAYS;21;264;IMBIRIBEIRA;500,1;351;21;12;SIM;27/04/2017;NÃO;NÃO;NÃO;NÃO;EVELINE BEZERRIL CAMPOS FELL;-34.918;-8.1038;Sul
6;1;ESCOLA MUNICIPAL;348;PASTOR JOSE MUNGUBA SOBRINHO;26157888.0;SILVA JARDIM;145;221;JORDAO;620;295;14;11;NÂO;;NÃO;NÃO;SIM;NÃO;ROSINALVA MONTEIRO DA SILVA;-34.928;-8.1395;Sul
6;1;ESCOLA MUNICIPAL;491;PAZ E AMOR;26187957.0;JORNALISTA EDSOU REGIS;216;230;IBURA;;134;10;6;NÂO;;NÃO;NÃO;NÃO;NÃO;OZANIRA MARIA PEREIRA GOMES DA SILVA;-34.93;-8.114;Sul
6;1;ESCOLA MUNICIPAL;106;PINTOR LULA CARDOSO AYRES;26132249.0;DR ALVARO FERRAZ;594;221;JORDAO;465,6;299;14;10;NÂO;;NÃO;NÃO;SIM;SIM;FLORISMAM LIMA DE OLIVEIRA;-34.937;-8.1311;Sul
6;1;ESCOLA MUNICIPAL;928;POETA JOAO CABRAL DE MELO NETO;26168138.0;ENCANTA MOCA;377;248;PINA;596,3;305;14;11;SIM;;NÃO;NÃO;NÃO;SIM;CINTHIA FERREIRA DA SILVA;-34.885;-8.0916;Sul
6;1;ESCOLA MUNICIPAL;164;POETA PAULO BANDEIRA DA CRUZ;26125544.0;DAS PANELAS;28;884;COHAB;1572,5;485;24;16;SIM;06/02/2017;NÃO;NÃO;NÃO;SIM;MARIA ANDREZA CABRAL DA SILVA;-34.955;-8.1219;Sul
6;1;ESCOLA MUNICIPAL;108;PROF JOSE LOURENCO DE LIMA;26125560.0;NOVA AMERICA;168;230;IBURA;950,9;391;19;12;NÂO;;NÃO;NÃO;SIM;SIM;ANA MARIA TRAJANO DE VASCONCELOS;-34.941;-8.1221;Sul
6;1;ESCOLA MUNICIPAL;32;PROFESSOR ADAUTO PONTES;26125552.0;SERTANIA;35;221;JORDAO;573;260;12;8;NÂO;;NÃO;NÃO;NÃO;SIM;SIMONE SIQUEIRA FRANKLIN;-34.944;-8.1354;Sul
6;1;ESCOLA MUNICIPAL;336;PROFESSOR ENALDO MANOEL DE SOUZA;26153297.0;JURACY CAMARGO;S/N;221;JORDAO;1511,2;418;21;16;NÂO;;NÃO;NÃO;SIM;SIM;AMANDA LIZETE ARAUJO ROCHA;-34.94;-8.1349;Sul
6;1;ESCOLA MUNICIPAL;373;PROFESSOR JULIO DE OLIVEIRA;26158299.0;DEZESSEIS;S/N;264;IMBIRIBEIRA;1889,8;453;21;13;NÂO;;NÃO;SIM;SIM;SIM;IZABEL CRISTINA DOS SANTOS SOARES SANTANA;-34.908;-8.0993;Sul
6;1;ESCOLA MUNICIPAL;127;PROFESSOR MANOEL TORRES;26124661.0;JOAQUIM PINHEIRO;225;264;IMBIRIBEIRA;305,1;527;25;19;SIM;;NÃO;NÃO;SIM;SIM;ADELIA XIMENES SALES DA PAZ;-34.911;-8.1267;Sul
6;1;ESCOLA MUNICIPAL;375;PROFESSOR ORLANDO PARAHYM;26158370.0;SOLDADO VIRGILIO LUCIO;104;884;COHAB;430,7;182;12;10;NÂO;;NÃO;NÃO;NÃO;NÃO;ROSANGELA CRISTINE JARDIM DE LIMA;-34.947;-8.1275;Sul
6;1;ESCOLA MUNICIPAL;188;PROFESSOR SIMOES BARBOSA;26124815.0;DOIS RIOS;S/N;230;IBURA;966,1;597;29;17;SIM;;NÃO;NÃO;NÃO;SIM;SILVIA PATRICIA BEZERRA ROCHA;-34.939;-8.115;Sul
6;1;ESCOLA MUNICIPAL;341;PROFESSOR SOLANO MAGALHAES;26154820.0;JEMIL ASFORA;S/N;248;PINA;1161,1;362;20;15;NÂO;;SIM;NÃO;SIM;NÃO;MARIA DA CONCEICAO CUNHA CORDEIRO DE MELO;-34.893;-8.0879;Sul
6;1;ESCOLA MUNICIPAL;88;PROFESSORA SONIA MARIA DE ARAUJO SOUZA;26120585.0;BODOCO;2526;221;JORDAO;374,6;207;15;13;NÂO;;NÃO;NÃO;SIM;NÃO;GENEDI MARIA DA SILVA;-34.942;-8.1369;Sul
6;1;ESCOLA MUNICIPAL;186;SAO FRANCISCO DE ASSIS;26125579.0;COSMORAMA;900;205;BOA VIAGEM;465,9;243;18;16;SIM;06/09/2017;NÃO;NÃO;NÃO;NÃO;MARIA GORETH NUNES DE OLIVEIRA;-34.912;-8.1452;Sul
6;1;ESCOLA MUNICIPAL;360;SERRA DA PRATA;26167808.0;PESSEGUEIROS;20;884;COHAB;164;134;11;8;NÂO;10/02/2017;NÃO;NÃO;NÃO;NÃO;ELAINE JAQUELINE DIAS DA SILVA SANTOS;-34.954;-8.1312;Sul
6;1;ESCOLA MUNICIPAL;247;SEVERINA BERNADETE TEIXEIRA;26134067.0;IBICARE;120;884;COHAB;718;336;16;10;SIM;;NÃO;NÃO;NÃO;SIM;WAGNER DE ASSIS BATISTA;-34.956;-8.1246;Sul
6;1;ESCOLA MUNICIPAL;25;TRES CARNEIROS;26119196.0;IBIRAJA;12;884;COHAB;563,5;300;16;12;SIM;06/09/2017;NÃO;NÃO;SIM;NÃO;EDNA FELIX DA SILVA;-34.959;-8.1255;Sul
6;1;ESCOLA MUNICIPAL;929;UR 05;26167840.0;DESEMBARGADOR THOMAZ CYRILO WANDERLEY;48;884;COHAB;178,1;193;12;10;NÂO;04/05/2017;NÃO;NÃO;NÃO;SIM;MANALI CLEMENTINA DOS SANTOS;-34.95;-8.1336;Sul
6;1;ESCOLA MUNICIPAL;103;VILA OPERARIA DO RECIFE;26120283.0;EMILIO MONTEIRO FONSECA;1530;230;IBURA;725,1;292;14;12;NÂO;;NÃO;NÃO;SIM;NÃO;MARIA DE FATIMA ALVES;-34.936;-8.1241;Sul
6;1;ESCOLA MUNICIPAL;30;VILA SESAMO;26121158.0;VALE DO CARIRI;65;884;COHAB;852,7;733;25;29;NÂO;04/05/2017;NÃO;NÃO;NÃO;SIM;ANA PAULA DE ARAUJO CAVALCANTI DE BARROS;-34.95;-8.1337;Sul
6;1;ESCOLA MUNICIPAL;434;14 BIS;26124173.0;ALMIRANTE NELSO FERNANDES;SN;205;BOA VIAGEM;850;318;14;12;NÂO;15/06/2017;NÃO;SIM;NÃO;SIM;MERCIA GRAZIELA DA SILVA;-34.908;-8.1316;Sul
6;1;ESCOLA MUNICIPAL;133;27 DE NOVEMBRO;26154846.0;DOZE DE JUNHO;1120;884;COHAB;392,1;257;12;10;SIM;;NÃO;NÃO;NÃO;SIM;RENATA MICHELLE DA SILVA;-34.953;-8.1115;Sul
6;2;CRECHE MUNICIPAL;994;ARITANA;26171643.0;MANOEL CAVALCANTI BEZERRA;37;264;IMBIRIBEIRA;181,8;51;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;NEUZA SANTOS DE OLIVEIRA VIEIRA;-34.906;-8.1089;Sul
6;2;CRECHE MUNICIPAL;117;CRECHE CRISTO REI JORDAO ALTO;26190656.0;;200;221;JORDAO;;70;4;4;NÂO;;NÃO;NÃO;NÃO;NÃO;SUELEN KARLA RODRIGUES DA SILVA;-34.945;-8.1356;Sul
6;2;CRECHE MUNICIPAL;989;CRECHE MUNICIPAL DO JORDAO BAIXO;26156695.0;SAO JOSE DA LAGE;19;230;IBURA;674;118;7;6;NÂO;;NÃO;NÃO;SIM;NÃO;BRENIO ALVES DA SILVA;-34.941;-8.1269;Sul
6;2;CRECHE MUNICIPAL;546;PADRE LOURENCO;26153467.0;CONDE PEREIRA CARNEIRO;172;264;IMBIRIBEIRA;380,4;91;5;6;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA DA CONCEICAO SILVA DE BRITO;-34.91;-8.1083;Sul
6;2;CRECHE MUNICIPAL;543;SENADOR PAULO GUERRA;26153440.0;ENGENHO CANTO ALEGRE;S/N;264;IMBIRIBEIRA;644,6;168;9;8;NÂO;;NÃO;NÃO;NÃO;NÃO;LINDINALVA VASCONCELOS DOS SANTOS;-34.904;-8.0884;Sul
6;2;CRECHE MUNICIPAL;978;SITIO GRANDE;26170728.0;PADRE CARLOS LEONCIO;123;264;IMBIRIBEIRA;370,1;78;7;7;NÂO;27/04/2017;NÃO;NÃO;SIM;NÃO;ADRIANA BEZERRA DA SILVA;-34.914;-8.0985;Sul
6;2;CRECHE MUNICIPAL;708;SONHO DE CRIANCA;26171678.0;TEOTONIO DE MELO FILHO;218;230;IBURA;371,4;96;6;6;NÂO;;NÃO;NÃO;NÃO;NÃO;ADMILSON SOARES DE BARROS;-34.935;-8.1129;Sul
6;2;CRECHE MUNICIPAL;544;SONHO DO POVO;26153068.0;CORDILHEIRA;S/N;884;COHAB;280,8;78;4;4;SIM;;NÃO;NÃO;NÃO;NÃO;ANA PAULA ACIOLI PIMENTEL;-34.945;-8.119;Sul
6;2;CRECHE MUNICIPAL;387;VILA DOS MILAGRES;26177820.0;SAO MIGUEL;14;884;COHAB;108,2;39;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;EVELLYN CHRISLAINE DE SOUZA ALBUQUERQUE;-34.945;-8.1151;Sul
6;2;CRECHE MUNICIPAL;432;ZILDA ARNS;26180685.0;ANTONIO PAES BARRETO;S/N;264;IMBIRIBEIRA;302;45;3;3;NÂO;;NÃO;NÃO;NÃO;NÃO;FLAVIA THAIS DOS SANTOS;-34.905;-8.1149;Sul
6;2;CRECHE MUNICIPAL;450;08 DE MARCO;26183277.0;ENGENHO BULHOES;S/N;230;IBURA;850;131;6;5;NÂO;22/02/2017;NÃO;NÃO;SIM;NÃO;SANDRA CARLA PEREIRA DAS CHAGAS;-34.937;-8.1151;Sul
6;5;CMEI;418;BERNARD VAN DER LEER;26124165.0;FRANCISCO VALPASSOS;SN;256;BRASILIA TEIMOSA;1480,1;396;18;14;NÂO;;NÃO;NÃO;SIM;NÃO;MERCEDES SILVEIRA VASCONCELOS DIAS;-34.883;-8.0853;Sul
6;5;CMEI;542;BRASILIA TEIMOSA;26153122.0;DELFIM;55;256;BRASILIA TEIMOSA;727,7;125;7;6;NÂO;;NÃO;NÃO;NÃO;NÃO;CRISTIANE MERCIA ROSA DE VASCONCELOS;-34.878;-8.0803;Sul
6;5;CMEI;530;CMEI NOVO PINA;26157551.0;EURICO VITRUVIO;S/N;248;PINA;;146;7;6;NÂO;;NÃO;NÃO;NÃO;NÃO;GRACIETE CASTELLO BRANCO AUSTREGESILO SILVA;-34.887;-8.0914;Sul
6;5;CMEI;403;ESTRELA DA MANHA;26212609.0;DANCING DAYS;135;264;IMBIRIBEIRA;331,6;78;6;5;NÂO;27/04/2017;NÃO;NÃO;SIM;NÃO;MARIZELIA ALVES DE ARRUDA;-34.922;-8.1027;Sul
6;5;CMEI;545;JESUS DE NAZARE;26153270.0;ANGATUBA;S/N;230;IBURA;169;109;8;6;NÂO;;NÃO;NÃO;NÃO;NÃO;JOSEFA MARIA SILVA DE SOUZA;-34.942;-8.1292;Sul
6;8;CRECHE ESC.RECIFE;498;CRECHE ESCOLA CRISTO REI;;RUA SERTANIA;200;221;JORDAO;;0;0;0;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.945;-8.1354;Sul
6;8;CRECHE ESC.RECIFE;990;CRECHE ESCOLA RECIFE DO IBURA;26156610.0;EXPEDICIONARIO FRANCISCO VITORIANO;S/N;884;COHAB;1200;255;13;13;NÂO;;NÃO;NÃO;NÃO;NÃO;ADJANETE LOPES DOS SANTOS;-34.949;-8.1341;Sul
6;8;CRECHE ESC.RECIFE;455;GOVERNADOR EDUARDO CAMPOS;26185679.0;VALE DO CARIRI;S/N;884;COHAB;;160;8;7;NÂO;04/05/2017;NÃO;NÃO;NÃO;NÃO;VALERIA ALVARENGA TAUMATURGO SILVA;-34.948;-8.1319;Sul
6;8;CRECHE ESC.RECIFE;496;JOSE DE SOUZA FERRAZ;26190567.0;RUA JACUNDA;573;213;IPSEP;;224;10;8;NÂO;;NÃO;NÃO;NÃO;NÃO;BIANCA CHAVES CABRAL;-34.921;-8.1093;Sul
6;8;CRECHE ESC.RECIFE;129;SALETE MATIAS BORGES;26191687.0;;S/N;264;IMBIRIBEIRA;;46;3;4;NÂO;;NÃO;NÃO;NÃO;NÃO;MAPHI VASCONCELOS VANDERLEI;;-79.048;Sul
