Rpa;Tipo_cod;Tipo;Cod_escola;Escola;Inep;Rua;Numero;Cod_bairro;Bairro;Metragem;Qtd_alunos;Qtd_turmas;Qtd_professores;Escola_climatizada;Data_visita;Quadra_coberta;Quadra_descoberta;Biblioteca;Sala_recurso;Gestor;Longitude;Latitude;Região
3;1;Escola Municipal;955;Marluce Santiago Da Silva - Anexo I;26153556.0;Galo De Campina;211;400;Passarinho;;81;6;4;Sim;27/10/2017;Não;Não;Não;Não;;-34.917;-7.9795;Noroeste
3;1;Escola Municipal;79;Mauricio De Nassau;26126672.0;Doutor Eurico Chaves;677;493;Alto Do Mandu;305,3;223;10;8;Nâo;10/05/2017;Não;Não;Não;Não;Dori Sandra Ferreira Ramos;-34.925;-8.0229;Noroeste
3;1;Escola Municipal;27;Mundo Esperanca;26125706.0;Estrada Dos Pintos;900;604;Sitio Dos Pintos;493;336;14;10;Nâo;18/04/2017;Não;Não;Não;Não;Ida Flavia Falcao Pinto;-34.956;-8.0141;Noroeste
3;1;Escola Municipal;78;Nadir Colaco;26133389.0;Norte  Miguel Arraes De Alencar;2173;582;Macaxeira;1125,1;384;13;15;Nâo;;Não;Sim;Sim;Sim;Josinere Sales Da Silva;-34.929;-8.0172;Noroeste
3;1;Escola Municipal;206;Nova Descoberta;26133622.0;Jornalista Waldete Agra;100;400;Passarinho;721;490;22;18;Nâo;;Não;Não;Sim;Sim;Miriam Severina Da Silva Muniz Da Rocha;-34.929;-7.9875;Noroeste
3;1;Escola Municipal;48;Octavio De Meira Lins;26126087.0;Jose Reboucas;141;558;Vasco Da Gama;951,4;670;31;24;Nâo;13/02/2017;Não;Sim;Sim;Sim;Maurilio Lins Da Silva;-34.916;-8.0102;Noroeste
3;1;Escola Municipal;145;Padre Antonio Henrique;26121662.0;Viscondessa Do Livramento;290;140;Derby;590,6;367;28;28;Sim;;Não;Não;Sim;Sim;Jose Carlos Martins De Santana;-34.9;-8.0614;Noroeste
3;1;Escola Municipal;405;Padre Antonio Henrique Anexo I;26121662.0;Paissandu;112;86;Boa Vista;590,6;106;5;5;Sim;;Não;Sim;Sim;Não;;-34.895;-8.06;Centro
3;1;Escola Municipal;123;Padre Donino;26134350.0;;442;442;Casa Forte;;215;10;6;Nâo;;Sim;Não;Sim;Sim;Silvana Tereza De Lira Bezerra;-34.919;-8.034;Noroeste
3;1;Escola Municipal;288;Pedrinho;26126966.0;Barao De Botovi;S/N;566;Nova Descoberta;230;117;10;6;Nâo;;Não;Não;Não;Não;Andrea Maria Da Silva;-34.924;-8.0054;Noroeste
3;1;Escola Municipal;97;Pedro Alcantara;26175380.0;Tres Morros;43;620;Corrego Do Jenipapo;218,4;140;8;6;Nâo;;Não;Não;Não;Não;Aurineide Elias De Oliveira;-34.937;-8.0025;Noroeste
3;1;Escola Municipal;51;Poeta Joaquim Cardoso;26126494.0;Corrego Da Areia;950;566;Nova Descoberta;997,4;659;26;29;Nâo;;Não;Não;Sim;Não;Veronica Maria De Oliveira;-34.93;-8.0013;Noroeste
3;1;Escola Municipal;318;Presbitero Jose Bezerra;26126419.0;Norte;7636;582;Macaxeira;554,8;401;20;15;Nâo;;Não;Não;Sim;Sim;Adeluzia Rosaly Galvao Faria;-34.931;-8.0149;Noroeste
3;1;Escola Municipal;21;Professor Aderbal Galvao;26126516.0;Vasco Da Gama;399;558;Vasco Da Gama;729,2;474;17;20;Nâo;13/02/2017;Não;Não;Não;Não;Celso Henrique Lopes Da Silva;-34.921;-8.0165;Noroeste
3;1;Escola Municipal;376;Professor Jose Soares Da Silva;26166666.0;Barao De Botovi;5785;566;Nova Descoberta;918,4;344;19;12;Nâo;;Não;Não;Sim;Sim;Lucicleide Amancio Da Silva;-34.923;-8.0068;Noroeste
3;1;Escola Municipal;22;Professor Mauro Mota;26126788.0;Alto Da Brasileira;S/N;566;Nova Descoberta;725;425;21;10;Nâo;02/05/2017;Não;Não;Não;Não;Maria Jose Pereira De Assuncao Egito;-34.931;-8.0001;Noroeste
3;1;Escola Municipal;50;Professor Moacyr De Albuquerque;26120771.0;Corrego Da Areia;S/N;566;Nova Descoberta;672,6;310;12;8;Nâo;;Não;Não;Não;Sim;Fatima Alves Reis Justo;-34.925;-8.0016;Noroeste
3;1;Escola Municipal;132;Professor Nilo Pereira;26126524.0;Do Arraial;4900;434;Casa Amarela;1115,1;328;12;14;Sim;;Sim;Não;Sim;Sim;Andresa Karlla De Melo Brito;-34.925;-8.0272;Noroeste
3;1;Escola Municipal;423;Professor Nilo Pereira Anexo Apae;26212404.0;Do Arraial;4744;485;Monteiro;363;0;0;0;Nâo;;Sim;Não;Sim;Sim;;-34.924;-8.0274;Noroeste
3;1;Escola Municipal;17;Professora Almerinda Umbelino De Barros;26126117.0;Vasco Da Gama;S/N;558;Vasco Da Gama;1268;695;30;26;Sim;30/08/2017;Não;Sim;Sim;Sim;Adriana Demetrio Dias Da Silva;-34.921;-8.0101;Noroeste
3;1;Escola Municipal;252;Renato Accioly Carneiro Campos;26136335.0;Santa Rosa;140;566;Nova Descoberta;426,2;149;8;5;Nâo;;Não;Não;Sim;Sim;Margarida Virginia De Santana;-34.925;-8.0044;Noroeste
3;1;Escola Municipal;401;Rozemar De Macedo Lima;26212404.0;Avenida Norte;5400;434;Casa Amarela;363;370;22;13;Nâo;;Não;Não;Sim;Sim;Janaina Santos Da Silva;-34.913;-8.023;Noroeste
3;1;Escola Municipal;5;Santa Maria;26121077.0;Acaiaca;70;523;Alto Jose Do Pinho;1529,3;651;27;15;Nâo;;Não;Não;Não;Sim;Suleide Farias De Souza Santos;-34.908;-8.0217;Noroeste
3;1;Escola Municipal;265;Santa Maria Goretti;26126583.0;Santa Maria Goretti;300;558;Vasco Da Gama;787,2;304;15;11;Sim;;Não;Não;Sim;Sim;Rubenice De Souza E Silva;-34.918;-8.0112;Noroeste
3;1;Escola Municipal;11;Sao Cristovao;26126630.0;Cassiterita;395;612;Brejo Da Guabiraba;1330,8;485;20;25;Sim;;Sim;Não;Sim;Sim;Maria Jose Lopes De Sant Ana;-34.935;-7.9933;Noroeste
3;1;Escola Municipal;306;Severina Lira;26122308.0;Da Boa Vontade;110;191;Tamarineira;379,6;193;10;9;Nâo;06/04/2018;Sim;Não;Sim;Sim;Rita De Cassia Rodrigues Da Silva;-34.9;-8.0286;Noroeste
3;1;Escola Municipal;23;Sociologo Gilberto Freyre;26125692.0;Professor Claudio Selva;350;590;Dois Irmaos;789,8;476;23;27;Nâo;18/04/2017;Não;Não;Sim;Sim;Luciana Madeira Costa De Amorim;-34.952;-8.0108;Noroeste
3;1;Escola Municipal;85;Virgem Poderosa;26125811.0;Leonardo Bezerra Cavalcanti;116;469;Parnamirim;931,9;237;14;9;Nâo;;Não;Não;Sim;Sim;Giulliana Bezerra Rodrigues;-34.907;-8.0364;Noroeste
3;2;Creche Municipal;518;Crianca Feliz;26149788.0;Visconde Sa Bandeira;S/N;540;Alto Jose Bonifacio;180,6;71;4;4;Nâo;;Não;Não;Não;Não;Ivonete Ferreira Lopes;-34.912;-8.012;Noroeste
3;2;Creche Municipal;519;Flor Da Comunidade;26149770.0;Rua;111;531;Morro Da Conceicao;72;50;4;4;Nâo;;Não;Não;Não;Não;Etelvina Beserra De Farias Carvalho;-34.915;-8.018;Noroeste
3;2;Creche Municipal;517;Flor Do Bairro Da Guabiraba;26149842.0;Cassiterita;S/N;612;Brejo Da Guabiraba;230,8;51;3;3;Nâo;;Não;Não;Não;Não;Simone Gomes Da Silva;-34.936;-7.993;Noroeste
3;2;Creche Municipal;436;Irma Dulce;26181932.0;Adalgisa;09;124;Espinheiro;850;65;4;4;Sim;;Não;Não;Sim;Não;Elizete Maria Dos Santos;-34.887;-8.042;Noroeste
3;2;Creche Municipal;514;Mardonio Coelho;26149737.0;Senador Milton Campos;S/N;558;Vasco Da Gama;495;83;5;5;Nâo;;Não;Não;Não;Não;Suely Jane Da Costa;-34.923;-8.0146;Noroeste
3;2;Creche Municipal;452;Mercia Maria Bezerra Costa;26183269.0;Vereador Otacilio Azevedo;1030;574;Brejo De Beberibe;850;153;8;7;Nâo;;Não;Não;Não;Não;Maria Do Socorro Do Nascimento;-34.914;-8.0046;Noroeste
3;2;Creche Municipal;992;Monte Das Oliveiras;26171651.0;Alto Da Brasileira;07;566;Nova Descoberta;190,2;20;2;2;Nâo;02/05/2017;Não;Não;Não;Não;Maria Anunciada Oliveira Andre Gomes;-34.933;-8.0006;Noroeste
3;2;Creche Municipal;991;Nossa Senhora De Fatima;26171660.0;Alto Do Reservatorio;720;566;Nova Descoberta;;30;3;3;Nâo;02/05/2017;Não;Não;Não;Não;Roberta Borges De Albuquerque;-34.934;-7.9978;Noroeste
3;2;Creche Municipal;522;Sao Joao;26149923.0;Do Canal;50;582;Macaxeira;764,3;71;5;5;Nâo;13/06/2017;Não;Não;Não;Não;Girlanne Michelle Braga Da Silva;-34.93;-8.0197;Noroeste
3;5;Cmei;377;Celeste Vidal;26175878.0;Jardim Eldorado;S/N;612;Brejo Da Guabiraba;126,8;118;6;6;Nâo;12/06/2017;Não;Não;Não;Não;Ana Suely Lopes Da Silva;-34.958;-7.9984;Noroeste
3;5;Cmei;515;Cmei Creusa Arcoverde De Freitas Cavalcanti;26149800.0;Conselheiro Nabuco;S/N;434;Casa Amarela;535,1;91;5;5;Nâo;;Não;Não;Não;Sim;Sandra Maria Magalhaes Arcoverde Gusmao;-34.918;-8.028;Noroeste
3;8;Creche Esc.Recife;126;Brejo Do Beberibe;26191822.0;;1097;558;Vasco Da Gama;;41;3;3;Nâo;;Não;Não;Não;Não;Maria Elaine Monteiro Do Nascimento;;-79.048;Noroeste
3;8;Creche Esc.Recife;43;Creche Escola Recife Alto Do Mandu;26190087.0;;S/N;485;Monteiro;;158;8;6;Nâo;;Não;Não;Não;Não;Rosangela Barbosa De Aguiar Roma;;;Noroeste
3;8;Creche Esc.Recife;451;Dona Carmelita Muniz De Araujo;26183285.0;Da Mumbeca;100;418;Guabiraba;850;151;7;8;Nâo;12/06/2017;Não;Não;Sim;Não;Josivane Rodrigues Dos Santos Silva;-34.923;-7.965;Noroeste
3;8;Creche Esc.Recife;459;Menino Jesus De Casa Forte;26149338.0;Samuel De Farias;127;450;Santana;;177;12;11;Nâo;;Sim;Não;Sim;Sim;Elizangela Tavares Pereira Feitosa Do Nascimento;-34.915;-8.0389;Noroeste
3;8;Creche Esc.Recife;520;Nossa Senhora Das Dores;26149796.0;Dos Caetes;427;507;Apipucos;164,6;62;5;5;Nâo;20/04/2017;Não;Não;Não;Não;Giselle Alves Da Silva;-34.937;-8.0171;Noroeste
3;8;Creche Esc.Recife;494;Professor Ariano Vilar Suassuna;26189224.0;Don Manuel De Medeiros;S/N;590;Dois Irmaos;;153;8;7;Nâo;;Não;Não;Sim;Sim;Kelly Cristine Maranhao Conrado;;;Noroeste
4;1;Escola Municipal;3;Arraial Novo Do Bom Jesus;26127369.0;Do Forte;1340;701;Torroes;1223,4;775;32;38;Nâo;;Não;Sim;Sim;Sim;Rosangela Do Nascimento Cunha Vieira De Melo;-34.931;-8.0587;Oeste
4;1;Escola Municipal;190;Casarao Do Barbalho;26127016.0;Do Barbalho;1595;698;Iputinga;1229;361;25;18;Nâo;;Não;Não;Sim;Sim;Genilda Fernandes De Oliveira;-34.934;-8.0288;Oeste
4;1;Escola Municipal;39;Celia Arraes;26127024.0;Jose Noya;131;736;Varzea;682,1;326;14;13;Nâo;;Não;Não;Sim;Sim;Ana Beatriz Da Silva;-34.958;-8.0391;Oeste
4;1;Escola Municipal;36;Creusa De Freitas Cavalcanti;26127008.0;Epaminondas Cristovao De Oliveira;S/N;701;Torroes;940,7;622;26;20;Nâo;;Não;Não;Não;Não;Claudia Helena De Sousa Laurentino;;-80.614;Oeste
4;1;Escola Municipal;19;Da Iputinga;26119218.0;Coronel Fernando Furtado;479;698;Iputinga;1739,7;630;24;27;Nâo;11/05/2017;Não;Não;Sim;Sim;Maria Marluce Pereira Gomes;-34.928;-8.0416;Oeste
4;1;Escola Municipal;334;Darcy Ribeiro;26153424.0;Odete Monteiro;450;680;Cordeiro;1577,7;603;27;22;Nâo;03/02/2017;Sim;Não;Sim;Sim;Simone Marques Mendonca De Oliveira Pinto;-34.92;-8.0457;Oeste
4;1;Escola Municipal;340;Dina De Oliveira;26155850.0;Sao Mateus;S/N;698;Iputinga;2427,5;803;33;24;Nâo;;Sim;Não;Sim;Sim;Flavia Maria Cruz Mota;-34.934;-8.0303;Oeste
4;1;Escola Municipal;18;Divino Espirito Santo;26127520.0;Praca Da Caxanga;127;736;Varzea;2411,7;433;16;17;Sim;;Sim;Sim;Sim;Sim;Juliana Pereira Ramos;-34.953;-8.0306;Oeste
4;1;Escola Municipal;139;Do Dom;26120402.0;Coronel Pacheco;115;736;Varzea;238,7;169;10;10;Sim;17/10/2017;Não;Não;Sim;Sim;Berenice Gomes De Melo;-34.958;-8.048;Oeste
4;1;Escola Municipal;68;Dos Torroes;26127083.0;Doutor Antonio Correia De Oliveira;110;701;Torroes;251,7;188;8;5;Sim;16/10/2017;Não;Não;Não;Não;Jimmyglecia Rego Dos Santos;-34.934;-8.0671;Oeste
4;1;Escola Municipal;292;Doutor Ebenezer Gueiros;26127644.0;Doutor Aluizio Baltar;69;698;Iputinga;945;411;21;16;Nâo;;Sim;Não;Sim;Sim;Rita De Cassia Pereira De Paula Oliveira;-34.932;-8.0369;Oeste
4;1;Escola Municipal;49;Doutor Rodolfo Aureliano;26119641.0;Jose Avelar;211;736;Varzea;1143;635;26;31;Nâo;;Sim;Não;Sim;Sim;Cristiano Da Silva Lima;-34.956;-8.0422;Oeste
4;1;Escola Municipal;440;Doutor Samuel Goncalves;26127547.0;Austro Costa;227;663;Prado;668;183;10;10;Sim;17/02/2017;Não;Não;Não;Não;Maria Edna Dos Santos;-34.918;-8.0587;Oeste
4;1;Escola Municipal;41;Engenho Do Meio;26127377.0;Bom Pastor;1406;710;Engenho Do Meio;1288,7;686;29;22;Sim;03/05/2017;Não;Não;Sim;Sim;Bianca Simonetti Magliano Tenorio;-34.939;-8.0497;Oeste
4;1;Escola Municipal;75;Henfil;26127873.0;Seis De Marco;10;736;Varzea;365,9;216;13;9;Sim;;Não;Não;Sim;Sim;Jaciane Gomes Sousa De Lima Silva;-34.953;-8.0455;Oeste
4;1;Escola Municipal;938;Jader Figueiredo De Andrade Silva;26171732.0;Mucio Uchoa Cavalcante;283;710;Engenho Do Meio;400,9;240;16;10;Sim;;Não;Não;Não;Sim;Noemia Karina Araujo Da Silva;-34.941;-8.0499;Oeste
4;1;Escola Municipal;391;Jader Figueiredo De Andrade Silva - Anex;26171732.0;Antonio O Curado;231;710;Engenho Do Meio;;130;12;10;Nâo;;Não;Não;Sim;Não;;-34.941;-8.0486;Oeste
4;1;Escola Municipal;297;Joao Pessoa Guerra;26127784.0;Isaac Buril;107;736;Varzea;;217;15;12;Nâo;;Não;Não;Sim;Sim;Barbara Daphne Marques De Matos;-34.958;-8.056;Oeste
4;1;Escola Municipal;20;Joao Xxiii;26119897.0;Do Caiara;350;698;Iputinga;1002,3;431;20;21;Nâo;;Não;Não;Sim;Sim;Rosangela Oliveira Neves;-34.93;-8.0415;Oeste
4;1;Escola Municipal;40;Magalhaes Bastos;26120763.0;Francisco Lacerda;S/N;736;Varzea;1297,5;578;26;19;Nâo;17/10/2017;Não;Não;Sim;Sim;Andrea Luciana Cavalcante De Melo;-34.957;-8.0469;Oeste
4;1;Escola Municipal;380;Mercia De Albuquerque Ferreira;26175398.0;Tabaiares;182;760;Ilha Do Retiro;507,3;302;15;12;Nâo;;Não;Não;Sim;Sim;Magda Clarice Ribeiro De Oliveira;-34.906;-8.0655;Oeste
4;1;Escola Municipal;137;Nova Morada;26177978.0;Eliane Fragoso Do Nascimento;24;744;Caxanga;235,2;169;12;9;Sim;25/10/2017;Não;Não;Sim;Sim;Eulalia De Fatima Alves Carneiro;-34.952;-8.0258;Oeste
4;1;Escola Municipal;395;Nova Morada - Anexo I;26177978.0;Dep Jose Francisco De Melo Cavalcanti;409;744;Caxanga;235,2;262;19;15;Sim;25/10/2017;Não;Não;Não;Não;;-34.952;-8.025;Oeste
4;1;Escola Municipal;441;Papa Joao Xxiii;26127458.0;Girua;S/N;710;Engenho Do Meio;1002,3;226;10;10;Sim;;Não;Não;Sim;Não;Erika Colaco Da Cunha Nascimento;-34.945;-8.0566;Oeste
4;1;Escola Municipal;443;Paroquial Cristo Rei;26123266.0;Dom Manuel Da Costa;S/N;655;Torre;668;257;10;8;Nâo;;Sim;Não;Sim;Sim;Luiza Maria Simoes De Barros Mecedo;-34.912;-8.0477;Oeste
4;1;Escola Municipal;67;Prof Elizabeth Sales Coutinho Barros;26121050.0;Professor Avertano Rocha;386;701;Torroes;466,1;237;10;8;Nâo;10/04/2017;Não;Não;Sim;Não;Katia Cristina Dos Anjos Florencio;-34.934;-8.0673;Oeste
4;1;Escola Municipal;347;Professor Joao Batista Lippo Neto;26157845.0;Barao De Cerro Largo;S/N;736;Varzea;1454,4;164;8;8;Nâo;;Não;Não;Sim;Sim;Maria Martins Pereira;-34.99;-8.0354;Oeste
4;1;Escola Municipal;365;Professor Joao Francisco De Souza;26158302.0;Expedicionario Jorge Da Costa Lima;31;736;Varzea;282,5;396;16;13;Nâo;;Não;Não;Sim;Sim;Tarciane Tome Feliciano Do Nascimento;-34.973;-8.0369;Oeste
4;1;Escola Municipal;444;Sao Domingos;26127792.0;Sao Matheus;364;698;Iputinga;668;303;16;15;Sim;26/04/2017;Não;Não;Não;Sim;Noemi Cathia Andrade Silva Lira;-34.935;-8.0384;Oeste
4;1;Escola Municipal;38;Senador Jose Ermirio De Moraes;26119170.0;Roraima;30;736;Varzea;634;360;17;13;Nâo;;Não;Não;Sim;Sim;Sinmonia Ribeiro De Arruda;-34.979;-8.0359;Oeste
4;1;Escola Municipal;964;Sitio Do Berardo;26170710.0;Professor Lins E Silva;S/N;647;Madalena;371,9;162;13;10;Sim;09/06/2017;Não;Não;Não;Sim;Maria Micheline Bezerra De Araujo;-34.914;-8.0558;Oeste
4;1;Escola Municipal;481;Soldado Jose Antonio Do Nascimento Anexo;;Guilherme Pinto;246;647;Madalena;;0;0;0;Nâo;;Sim;Não;Sim;Não;;-34.901;-8.0589;Oeste
4;1;Escola Municipal;331;Vila Santa Luzia;26153475.0;Elizeu Cavalcanti;52;680;Cordeiro;1552,8;501;24;20;Nâo;02/10/2017;Não;Não;Sim;Sim;Monica Pessoa De Melo Oliveira;-34.92;-8.0495;Oeste
4;1;Escola Municipal;34;Zumbi Dos Palmares;26119200.0;Engenheiro Vasconcelos Bittencourt;35;736;Varzea;992,6;565;25;16;Nâo;;Não;Não;Não;Sim;Ana Glaucia De Araujo Silva;-34.951;-8.0408;Oeste
4;2;Creche Municipal;980;Casinha Azul;26157489.0;Sao Mateus;S/N;698;Iputinga;610,5;133;7;7;Sim;;Não;Não;Não;Sim;Flavia Maria Alves Costa;-34.934;-8.0299;Oeste
4;2;Creche Municipal;521;Creche Municipal Ceape;26149214.0;Costa Sepulveda;415;710;Engenho Do Meio;430,3;102;6;6;Nâo;;Não;Não;Não;Não;Mirtes De Oliveira Diniz;-34.94;-8.0541;Oeste
4;2;Creche Municipal;529;Creche Municipal Deus E Amor;26153319.0;Epaminondas Cristovao De Oliveira;395;701;Torroes;189,8;74;4;4;Nâo;;Não;Não;Não;Não;Itala Rebeca Rodrigues De Almeida;-34.935;-8.0612;Oeste
4;2;Creche Municipal;983;Da Torre;26156750.0;Cantora Clara Nunes;S/N;655;Torre;943,5;138;7;7;Nâo;05/04/2017;Não;Não;Sim;Sim;Maria De Fatima Do Nascimento;-34.917;-8.0447;Oeste
4;2;Creche Municipal;526;E Lutando Que Se Conquista;26153408.0;Salvador Allender;36;680;Cordeiro;454,1;94;5;6;Sim;17/02/2017;Não;Não;Não;Sim;Maria Da Conceicao Lemos De Farias;-34.925;-8.0417;Oeste
4;2;Creche Municipal;979;Esperanca;26170736.0;Leila Felix Karan;S/N;817;San Martin;622,6;189;10;9;Sim;16/10/2017;Não;Não;Não;Não;Rosiane Araujo Da Silva;-34.936;-8.0668;Sudeste
4;2;Creche Municipal;547;Joao Eugenio;26157578.0;Gaspar Perez;3895;698;Iputinga;243,5;53;4;5;Sim;;Não;Não;Não;Não;Ivonete Dos Santos Campos;-34.94;-8.0401;Oeste
4;2;Creche Municipal;433;Joao Eugenio - Anx I- Lar Sem Fronteiras;26157578.0;Estevao De Sa;204;736;Varzea;243,5;50;4;3;Sim;;Não;Não;Não;Sim;;-34.947;-8.0376;Oeste
